video_id,channel_title,channel_id,video_publish_date,program,program_date,video_title,video_description,video_view_count,video_comment_count,video_like_count,video_dislike_count,video_tags
D1EM32Pv828,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-03-04,Beto a Saber ,MAR 03,EL ESCÁNDALO DE PFIZER - 1/4 | Willax,"Hoy se ha dado a conocer un contrato con el laboratorio con Pfizer en el cuál deberían haber llegado 9 millones 900 mil vacunas en diciembre del 2020, para ello el abogado constitucionalista, Natale Amprimo, comenta al respecto. Así también Beto Ortiz lee una carta sobre la negociación con los representantes de la vacuna rusa. Así también se encuentran discrepancias con respecto a la vacunación del presidente Sagasti. 

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido.",282752,1986,4561,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
N8TCILfoxqk,PBO,UCgR0st4ZLABi-LQcWNu3wnQ,2021-03-06,PBO,MAR 06,Beto Ortiz reveló que vacuna contra COVID de Sinopharm que Perú compró tiene bajo nivel de eficacia,"BETO A SABER: RESULTADO DEL ESTUDIO CLÍNICO 

Beto Ortiz reveló que la vacuna contra el coronavirus de #Sinopharm que Perú compró tiene bajo nivel de eficacia
ENTREVISTA Dr. Ernesto Bustamante",24665,356,385,0,pbo digital|Phillip Butters|BETO A SABER|BETO A SABER sinopharm|BETO A SABER vacunas|pbo en vivo|phillip butters en vivo|En Vivo|magaly tv la firme|beto ortiz|butters vizcarra|phillip butters pbo digital|Keiko|Futbol|coronavirus perú muertes|Latina|Exitosa|RPP|Noticias|cura vacuna coronavirus|Jaime Bayly|urgente|último minuto|butters arremete|congreso|lima|willax|combutters|coronavirus peru|covid 19|noticias coronavirus|pbo digital hoy|pbo
9K9Vpk2N38M,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-03-06,Beto a Saber ,MAR 05,LA VACUNA RUSA - 1/4 | Willax,"Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",199737,1966,4269,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
FmHqf_7sgnE,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-03-06,Beto a Saber ,MAR 05,RESULTADO DEL ESTUDIO CLÍNICO - 2/4 | Willax,"Segunda parte de la entrevista con el Dr. Ernesto Bustamante sobre los resultados del estudio de la vacuna de Sinopharm.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",146713,1300,2524,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
mLhonH1bDOA,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-03-06,Beto a Saber ,MAR 05,¿Y LA SEGUNDA LISTA DE VACUNADOS? - 3/4 | Willax,"Tercera parte del análisis de los resultados del Sinopharm con el Dr. Ernesto Bustamante.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",63115,309,1309,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
PagOb0eOyOQ,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-03-09,Milagros Leiva Entrevista ,MAR 08,LA EFICACIA DE LA VACUNA DE SINOPHARM - 1/4 | Willax,"La última denuncia hecha por Beto Ortiz en su programa Beto a saber sobre la vacuna ha levantado revuelo, pues se cuestiona la eficacia de de las vacunas del Sinopharm.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",14423,129,359,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
P_CqzxTz8qc,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-03-09,Milagros Leiva Entrevista ,MAR 08,¿SIRVE O NO SIRVE LA VACUNA DE SINOPHARM? - 2/4 | Willax,"Entrevista con el Dr. Ernesto Bustamante, exjefe INS, sobre sus declaraciones con respecto a la eficacia de la vacuna de Sinopharm.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",16024,146,375,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
L7zdcppc2Ro,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-03-09,Milagros Leiva Entrevista,MAR08,Milagros LeivaEntrevista-VACUNA SINOPHARM: MÁS DUDAS QUE CERTEZAS SOBRE SU EFICACIA-MAR08-3/4|Willax,"Segunda parte de la entrevista con el Dr. Ernesto Bustamante, exjefe del INS, sobre la vacuna de Sinopharm.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",13752,141,369,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
61MuoV0b_wc,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-03-09,Beto a Saber ,MAR 08,"""EL ESTUDIO DEBIÓ HACERSE PREVIO A LA COMPRA"" - 1/4 | Willax","Hoy Beto Ortiz reafirma las denuncias hechas en el programa anterior sobre la vacunas de Sinopharm.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",158916,1988,4551,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
Yiaxey-NaVQ,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-03-10,Milagros Leiva Entrevista ,MAR 09,LA BRILLANTE COMUNICACIÓN DEL GOBIERNO - 1/4 | Willax,"El Gobierno ha comunicado los siguientes en ser vacunados, pero este mensaje no ha sido claro.
Frente las acusaciones en contra de Willax Televisión, la Premiere del ministerio mencionó los estudios en los Emiratos Árabe Unidos, pero que también han empezado a  cuestionar las dosis de Sinopharm.
Además de la primera parte de la entrevista con Hernando De Soto sobre la situación en la cuál se encuentra el país.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",24783,174,520,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
Uq0sf0pvo60,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-03-10,Beto a Saber ,MAR 09,VACUNAGATE: LA TERCERA DOSIS - 1/4 | Willax,"En Pakistan la vacuna de Sinopharm ha dado resultados de no proteger a adultos mayores de 60 años, así como que es necesaria una tercera dosis. Con respecto al tema, las vacunaciones en el Perú en adultos mayores continua con la vacuna de Sinopharm, pero los implicados en el Vacunagate se aplicaron 3 dosis.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido.",111714,924,2789,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
YBuaoRv3iIg,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-03-10,Beto a Saber ,MAR 09,EFICACIA VS. PRECIO - 2/4 | Willax,"Entrevista con el médico Omar Neyra especialista en Salud Pública, sobre las vacunas y su eficacia, además de su aplicación en las fases de vacunación en el Perú.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",74903,510,1644,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
g1rOO2hH9Nw,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-03-11,Milagros Leiva Entrevista ,MAR 10,MINSA OFRECE VACUNAS COMO CANCHA - 1/4 | Willax,"La universidad Cayetano Heredia ha lanzado un comunicado sobre las vacunas de Sinopharm, así como el escándalo con las ofertas de vacunas a distintos periodistas.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",20194,58,414,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
zDFmWHAVPdE,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-03-11,Beto a Saber ,MAR 10,JUGADA DE LABORATORIO - 1/4 | Willax,"La universidad Cayetano Heredia ha lanzado un un comunicado en el cual confirma que la vacuna de Sinopharm no es efectiva.
 Así mismo un revelador reportaje sobre las pruebas moleculares que realiza Clínica Suiza.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",153119,1149,4058,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
rKLP_-f8Eo4,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-03-16,Milagros Leiva Entrevista ,MAR 15,A UN AÑO DE LA PRIMERA CUARENTENA - 2/4 | Willax,"Entrevista con el Dr. Ernesto Bustamante, exjefe del INS y el economista, Manuel Romero Caro, que nos brindan un análisis de la situación en la cuál se encuentra el país a partir de la pandemia por el Covid-19 y las medidas tomas en el Perú.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido.",10796,34,228,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
vdbZm-F59cg,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-03-16,Milagros Leiva Entrevista,MAR 15,Milagros Leiva Entrevista-¿CUÁNTO CAMBIÓ NUESTRA VIDA DESDE LA PRIMERA CUARENTENA? - 3/4 | Willax,"El análisis del Dr. Ernesto Bustamante, exjefe del INS y el economista, Manuel Romero Caro sobre la situación del país a un año del primer anuncio de cuarentena.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",16489,83,310,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
SrybIYyjXS0,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-04-06,Beto a Saber ,ABR 05,"1/4 - CUENTO CHINO, PÁGINA 22 | Willax","Beto Ortiz revela otra página del contrato con Sinopharm con respecto a la compra de sus vacunas. Ademas una entrevista con el abogado Enrique Ghersi, sobre la situación política del Perú a menos de una semana de las elecciones generales.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",148413,772,2447,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
b2GX9Hic-1Y,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-04-07,Beto a Saber ,ABR 06,1/4 - LA PANACA DE LESCANO | Willax,"El presidente Sagasti ha dado una declaración sobre la vacuna peruana, también se liberaron el costo de una cantidad de vacunas. Además de las medias que se tomarán para las elecciones del día 11 de abril. Así como un informe sobre el candidato Lescano y sus vículos con el ""El club de la construcción"". Unos comentarios sobre las declaraciones de Verónika Mendoza con respecto a este canal. El candidato Hernando de Soto ha dado una entrevista para el canal CNN en el cuál ha levando revuelo.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido.",82421,657,1811,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
M6An4z-XNhM,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-04-08,Milagros Leiva Entrevista ,ABR07,2/4 - PERÚ ES EL PAÍS CON EL PEOR MANEJO DE LA PANDEMIA | Willax,"Entrevista con Katherine Ampuero, exprocuradora, y Ernesto Bustamante, ex jefe del INS, sobre la situación actual del país a nivel político y de salubridad.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",18066,100,302,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
bZbQlMaDKqU,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-04-08,Milagros Leiva Entrevista ,ABR 07,3/4 -  | Willax,"Segunda parte de la entrevista con Katherine Ampuero, exprocuradora, y Ernesto Bustamante, ex jefe del INS, sobre la situación actual del país a nivel político y de salubridad.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",15700,85,262,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
nFMhTNYVmyU,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-04-08,Beto a Saber ,ABR 07,1/4 - 'VACUNAGATE': EL INFORME FINAL | Willax,"Las declaraciones del presidente Francisco Sagasti con el anuncio de negociaciones con diversas farmacológicas para la vacuna contra el covid-19 sigue levantando dudas, de esta forma el Perú ha sido calificado como el que peor ha llevado las medidas de la pandemia. Así como la presentación del informe final del 'Vacunagate' en el congreso. 
Se ha promulgado una nueva ley en contra del acoso político a mujeres en el Perú.
El candidato Hernando De Soto sufrió un pequeño incidente en el cuál casi cae por un resbalón, así como sus declaraciones en el programa de 7x7 de Jaime Bayly, transmitido los domingos por este canal, sigue levantando polémicas, ahora sobre su comentario con respecto a Jesús y su humildad.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido.",80586,602,1742,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
98_C_oIgrok,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-04-10,Beto a Saber ,ABR 09,"1/3 - EL LARGARTO, ES OTRA PESTE | Willax","La entrevista con el candidato presidencial del Partido Morado, Julio Guzmán, no ha dejado varios momentos para recordar.
Se revelaron audios de la candidata Marité Bustamante donde se nota un desprecio por las zonas más humilde del Perú.
25 personas han muerto en Talara debido a la falta de oxígeno.
Un reportaje sobre más revelaciones con respecto a las vacunas de Sinopharm y el expresidente Martín Vizcarra.
Y el candidato José Luis Perez estaría implicado en las amenazas de muerte a un joven que fue contratado para promover la candidatura de José Luis en redes sociales, por exigir su pago.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido.",125446,759,2957,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
pYQZDYdy6r8,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-04-15,Milagros Leiva Entrevista ,ABR 14,4/4 - LOS NUEVOS ROSTROS DEL CONGRESO | Willax,"Entrevista con Glady Echaíz, virtual congresista de APP y Ernesto Bustamante, virtual congresista de Fuerza Popular.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",12053,86,275,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
hk1XuwyhPM4,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-04-28,Milagros Leiva Entrevista ,ABR 27,2/4 - EL PLAN DE KEIKO PARA ENFRENTAR LA PANDEMIA | Willax,"Entrevista a Ernesto Bustamante, virtual congresista de Fuerza Popular y exdirector de INS, sobre el plan de gobierno de Keiko Fujimori sobre como enfrentaría la pandemia en un virtual gobierno suyo.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",23311,254,532,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
a7B_V9KF_s0,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-04-28,Milagros Leiva Entrevista ,ABR 27,3/4 -  | Willax,"Entrevista con el congresista electo Ernesto Bustamante.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",14740,181,453,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
jOs8UNJKsFU,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-05-05,Beto a Saber ,MAY 04,1/3 - ¿A MÍ CON CUENTOS CHINOS? | Willax,"Las declaraciones polémicas de Vladimir Cerrón sigue afectando a la candidatura de izquierda radical, Pedro Castillo mientras este se deslinda del fundador del partido por el cuál postula.
El presidente de transición, Francisco Sagasti, ha dado un mensaje a la nación que no termina de entenderse con respecto a la situación sanitaria en la que nos encontramos en esta segunda ola.
Una entrevista con el doctor Bustamante sobre la situación de la vacuna Sinopharm y los anuncios de la Organización Mundial de la Salud.
Pedro Castillo se ha manifestado en Twitter sobre el Dr. Malaga Trillo y Flor Pablo, pero estos tuits han sido eliminados.
Entrevista a Adriana Tudela, congresista de Avanza País y César Combina, congresista Alianza por El Progreso.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",162797,1128,2878,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
5biabFQuzvo,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-05-06,Beto a Saber ,MAY 05,1/2 - VERÓNIKA MENDOZA APOYA A PEDRO CASTILLO | Willax,"Verónika Mendoza apoya a Pedro Castillo y hoy lo hicieron oficial al firma un pacto. Keiko Fujimori comenta al respecto.
Pedro Castillo declara que Vladimir Cerrón solo ha realizado solo algunas coordinaciones para su reunión con el embajador ruso.
La regidora Larisa Rojas ha sido agredida por unos matones.
Una campaña atarante con respecto a las vacunas de Sinopharm poco eficaces, con respecto a ello el Ministro Ugarte ha declarado que la información dada en Beto a Saber es incorrecta.
Entrevista con el médico Juan Rodríguez Tafur. Además de un reportaje sobre la negociación de la vacuna china.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",101968,1177,2453,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
2OQtHMsi6G4,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-05-29,Beto a Saber ,MAY 28,1/3 -  | Willax,"Este programa saca a la luz el chat de personeros de Perú Libre, donde se demuestra que quieren ganar por cualquier método, dejando entre ver un fraude electoral premeditado.
 Así mismo la publicidad en YouTube de Pedro Castillo es abundante, pero no se sabe de dónde viene todo el dinero para la financiación de estas campañas publicitarias millonarias.
Médicos vacunados con la vacuna china de Sinopharm siguen falleciendo. Mientras el Colegio Médico del Perú pide que se preste una tercera dosis a los médicos de primera línea.
Dina Boluarte, candidata a la primeravice presidencia por Perú Libre, despotrica en una entrevista en el canal de noticias CNN.
El hermano de Vladimir Cerrón menciona que si Pedro Castillo se separa del partido empezará su desgracia.
Sigue saliendo mayor información del Dr. Antonio Marty, el doctor figureti.
Un reportaje de Claudia Toro sobre la bancada de Perú Libre y los problemas judiciales que tienen.
La República hace unos años ponía en sus titulares ponía que el Conare-Sutep es prosenderista y que el terrorista Abimael Guzmán controla Movadef.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",139149,1366,3172,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
HOBbYwav4CM,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-06-29,Milagros Leiva Entrevista ,JUN 28,"2/3 - VIZCARRA, ""TRIPLE X"" | Willax","El expresidente peruano Martín Vizcarra ha publicado una fotografía con su vacunación con una dosis de Pfizer, teniendo en cuenta que ya había sido vacunado con dos dosis de Sinopharm, el año pasdo formando parte del Vacunagate.
Entrevista a Omar Neyra, especialista en Salud Pública.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",30476,206,616,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
-2uGfZLjFtY,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-06-29,Beto a Saber ,JUN 28,1/3 - VACADO Y TRES VECES VACUNADO | Willax,"El expresidente Martín Vizcarra ha publicado el día de hoy una fotografía luego de vacunarse una tercera vez con una dosis de Pfizer, siendo que ya había recibido dos dosis de Sinopharm durante el Vacunagate. Frente a esta situación el ministro de Salud Oscar Ugarte  pide una escuetas disculpas.
El asesor legal de Perú Libre declaro en Cuarto Poder que si se da un golpe de estado correrá sangre en el país.
Durante la marcha por la democracia, Rafael López Aliga sufrió un exabrupto donde pide muerte al comunismo, a Cerrón y Castillo.
El candidato presidencial sigue cambiando su discurso a medida que va avanzando las horas y días.
Vladimiro Montesinos continua dando de que hablar por los audio difundidos.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",105834,719,2913,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
ER8T0SRG-vQ,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-07-13,Combutters ,JUL 12,4/4 | MÉDICOS PIDEN VACUNA PFIZER | Willax,"Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",6390,19,217,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
FkQPm476Tr4,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-07-19,En vivo,JUL 19,Conferencia de prensa en defensa de la libertad de expresión | Willax Tv,"Sigue nuestra conferencia de prensa en defensa de la libertad de expresión, Willax Tv.",82700,1150,4091,0,
McRPpKQzx68,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-07-20,Milagros Leiva Entrevista,JUL 19,2/3 - #NOTENEMOSMIEDO | Willax,"Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. ",21914,253,575,0,
wWd-rfjuJbo,Willax Televisión,UCort3mldTtMErPqprSlSfng,2021-12-15,Milagros Leiva Entrevista ,DIC 14,2/3 - ¿QUÉ PASÓ REALMENTE EN ESPAÑA? | Willax,"Entrevista al congresista de Fuerza Popular y presidente de la comisión de relaciones exteriores Ernesto Bustamante y al congresista de Acción Popular Wilson Soto.

Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. 
",14758,77,371,0,willax|willaxtv|televisión|tv|television|peru|perú|vivo|canal|movistar|claro|best|cable|bestcable|hd|digital|video
ZSfe0DfoUv8,Willax Televisión,UCort3mldTtMErPqprSlSfng,2022-12-14,Combutters,DIC 13,2/2 EL VALOR DE BETO ORTIZ | Willax,"Parte 1: http://bit.ly/3uObSKl
Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido.",79597,149,1475,0,
LPThw6l7nhI,Willax Televisión,UCort3mldTtMErPqprSlSfng,2023-01-24,Combutters,ENE 23,"BETO ORTIZ: SI NO ME HUBIERA IDO A MÉXICO, ESTARÍA EN CANA | Willax","Por naturaleza y convicción, Willax Televisión es un medio de comunicación que promueve, alienta y defiende una prensa libre y democrática para el Perú. Transmite valores y cree que el periodismo puede ser un oficio responsable, independiente y entretenido. ",6642,8,124,0,